ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_UTC,PERIODE_UTC,ES_AHIR,ESTAT,DATA_EXTRACCIO,HORA_CONSULTA_UTC,URL_FONT,CAPÇALERES_TROBADES,CAPÇALERES_LLISTAT,VAR_DVM_10_m_graus,VAR_DVM_2_m_graus,VAR_DVM_6_m_graus,VAR_GN_cm,VAR_HRM_perc,VAR_PM_hPa,VAR_PPT_mm,VAR_Període_TU,VAR_RS_W_m_2,VAR_TM_grausC,VAR_TN_grausC,VAR_TX_grausC,VAR_VVM_10_m_km_h,VAR_VVM_2_m_km_h,VAR_VVM_6_m_km_h,VAR_VVX_10_m_km_h,VAR_VVX_2_m_km_h,VAR_VVX_6_m_km_h,PERIODE,TM,TX,TN,HR,PPT,VVM,DVM,VVX,PM,Col_00,Col_01,Col_02,Col_03,Col_04,Col_05,Col_06,Col_07,Col_08,Col_09,RS,Col_10,Col_11
VB,Benissanet,BENISSANET_VB,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:05,00:00,https://www.meteo.cat/observacions/xema/dades?codi=VB&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",299,,,,98,,0.0,23:30 - 00:00,0,6.5,5.5,7.0,9.4,,,11.9,,,23:30 - 00:00,6.5,7.0,5.5,98,0.0,9.4,299,11.9,0,23:30 - 00:00,6.5,7.0,5.5,98,0.0,9.4,299,11.9,0,,,
VB,Benissanet,BENISSANET_VB,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:05,00:00,https://www.meteo.cat/observacions/xema/dades?codi=VB&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",341,,,,98,,0.0,23:00 - 23:30,0,7.0,6.1,7.3,1.8,,,7.9,,,23:00 - 23:30,7.0,7.3,6.1,98,0.0,1.8,341,7.9,0,23:00 - 23:30,7.0,7.3,6.1,98,0.0,1.8,341,7.9,0,,,
VB,Benissanet,BENISSANET_VB,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:05,00:00,https://www.meteo.cat/observacions/xema/dades?codi=VB&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",328,,,,97,,0.0,22:30 - 23:00,0,7.4,6.9,8.1,4.7,,,9.4,,,22:30 - 23:00,7.4,8.1,6.9,97,0.0,4.7,328,9.4,0,22:30 - 23:00,7.4,8.1,6.9,97,0.0,4.7,328,9.4,0,,,
VB,Benissanet,BENISSANET_VB,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:05,00:00,https://www.meteo.cat/observacions/xema/dades?codi=VB&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",6,,,,97,,0.0,22:00 - 22:30,0,8.5,8.2,8.8,9.4,,,15.1,,,22:00 - 22:30,8.5,8.8,8.2,97,0.0,9.4,6,15.1,0,22:00 - 22:30,8.5,8.8,8.2,97,0.0,9.4,6,15.1,0,,,
WM,Berga - Santuari de Queralt,BERGA___SANTUARI_DE_QUERALT_WM,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:26:08,15:30,https://www.meteo.cat/observacions/xema/dades?codi=WM&dia=2026-02-07T15:30Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",161,,,,54,,0.0,15:30 - 16:00,203,8.2,6.9,8.6,6.5,,,15.5,,,15:30 - 16:00,8.2,8.6,6.9,54,0.0,6.5,161,15.5,203,15:30 - 16:00,8.2,8.6,6.9,54,0.0,6.5,161,15.5,203,,,
WM,Berga - Santuari de Queralt,BERGA___SANTUARI_DE_QUERALT_WM,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:09,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WM&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",314,,,,82,,0.0,23:30 - 00:00,0,4.2,3.9,4.5,7.6,,,32.0,,,23:30 - 00:00,4.2,4.5,3.9,82,0.0,7.6,314,32.0,0,23:30 - 00:00,4.2,4.5,3.9,82,0.0,7.6,314,32.0,0,,,
WM,Berga - Santuari de Queralt,BERGA___SANTUARI_DE_QUERALT_WM,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:09,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WM&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",308,,,,83,,0.0,23:00 - 23:30,0,4.1,3.7,4.6,22.3,,,47.9,,,23:00 - 23:30,4.1,4.6,3.7,83,0.0,22.3,308,47.9,0,23:00 - 23:30,4.1,4.6,3.7,83,0.0,22.3,308,47.9,0,,,
WM,Berga - Santuari de Queralt,BERGA___SANTUARI_DE_QUERALT_WM,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:09,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WM&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",290,,,,78,,0.0,22:30 - 23:00,0,4.5,3.9,4.9,24.5,,,43.6,,,22:30 - 23:00,4.5,4.9,3.9,78,0.0,24.5,290,43.6,0,22:30 - 23:00,4.5,4.9,3.9,78,0.0,24.5,290,43.6,0,,,
WM,Berga - Santuari de Queralt,BERGA___SANTUARI_DE_QUERALT_WM,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:09,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WM&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",302,,,,72,,0.0,22:00 - 22:30,0,4.9,4.8,5.1,30.6,,,47.5,,,22:00 - 22:30,4.9,5.1,4.8,72,0.0,30.6,302,47.5,0,22:00 - 22:30,4.9,5.1,4.8,72,0.0,30.6,302,47.5,0,,,
W8,Blancafort,BLANCAFORT_W8,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:26:12,15:30,https://www.meteo.cat/observacions/xema/dades?codi=W8&dia=2026-02-07T15:30Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,55,,0.0,15:30 - 16:00,,10.8,10.4,11.0,,,,,,,15:30 - 16:00,10.8,11.0,10.4,55,0.0,,,,,15:30 - 16:00,10.8,11.0,10.4,55,0.0,,,,,,,
W8,Blancafort,BLANCAFORT_W8,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:13,00:00,https://www.meteo.cat/observacions/xema/dades?codi=W8&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,95,,0.0,23:30 - 00:00,,6.7,6.5,6.9,,,,,,,23:30 - 00:00,6.7,6.9,6.5,95,0.0,,,,,23:30 - 00:00,6.7,6.9,6.5,95,0.0,,,,,,,
W8,Blancafort,BLANCAFORT_W8,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:13,00:00,https://www.meteo.cat/observacions/xema/dades?codi=W8&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,93,,0.0,23:00 - 23:30,,6.9,6.9,7.1,,,,,,,23:00 - 23:30,6.9,7.1,6.9,93,0.0,,,,,23:00 - 23:30,6.9,7.1,6.9,93,0.0,,,,,,,
W8,Blancafort,BLANCAFORT_W8,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:13,00:00,https://www.meteo.cat/observacions/xema/dades?codi=W8&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,92,,0.0,22:30 - 23:00,,7.6,7.1,8.1,,,,,,,22:30 - 23:00,7.6,8.1,7.1,92,0.0,,,,,22:30 - 23:00,7.6,8.1,7.1,92,0.0,,,,,,,
W8,Blancafort,BLANCAFORT_W8,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:13,00:00,https://www.meteo.cat/observacions/xema/dades?codi=W8&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,88,,0.0,22:00 - 22:30,,8.3,8.0,8.5,,,,,,,22:00 - 22:30,8.3,8.5,8.0,88,0.0,,,,,22:00 - 22:30,8.3,8.5,8.0,88,0.0,,,,,,,
YS,Cabanes,CABANES_YS,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:26:15,15:30,https://www.meteo.cat/observacions/xema/dades?codi=YS&dia=2026-02-07T15:30Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,106,,,61,,0.0,15:30 - 16:00,209,14.5,13.9,14.8,,6.8,,,14.8,,15:30 - 16:00,14.5,14.8,13.9,61,0.0,6.8,106,14.8,209,15:30 - 16:00,14.5,14.8,13.9,61,0.0,6.8,106,14.8,209,,,
YS,Cabanes,CABANES_YS,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:17,00:00,https://www.meteo.cat/observacions/xema/dades?codi=YS&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,295,,,100,,0.0,23:30 - 00:00,0,7.1,6.9,7.2,,2.5,,,5.4,,23:30 - 00:00,7.1,7.2,6.9,100,0.0,2.5,295,5.4,0,23:30 - 00:00,7.1,7.2,6.9,100,0.0,2.5,295,5.4,0,,,
YS,Cabanes,CABANES_YS,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:17,00:00,https://www.meteo.cat/observacions/xema/dades?codi=YS&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,302,,,100,,0.0,23:00 - 23:30,0,7.1,7.0,7.3,,1.4,,,4.3,,23:00 - 23:30,7.1,7.3,7.0,100,0.0,1.4,302,4.3,0,23:00 - 23:30,7.1,7.3,7.0,100,0.0,1.4,302,4.3,0,,,
YS,Cabanes,CABANES_YS,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:17,00:00,https://www.meteo.cat/observacions/xema/dades?codi=YS&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,303,,,100,,0.0,22:30 - 23:00,0,7.2,7.1,7.3,,2.9,,,6.8,,22:30 - 23:00,7.2,7.3,7.1,100,0.0,2.9,303,6.8,0,22:30 - 23:00,7.2,7.3,7.1,100,0.0,2.9,303,6.8,0,,,
YS,Cabanes,CABANES_YS,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:17,00:00,https://www.meteo.cat/observacions/xema/dades?codi=YS&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,324,,,100,,0.0,22:00 - 22:30,0,7.2,7.1,7.3,,2.5,,,7.9,,22:00 - 22:30,7.2,7.3,7.1,100,0.0,2.5,324,7.9,0,22:00 - 22:30,7.2,7.3,7.1,100,0.0,2.5,324,7.9,0,,,
UP,Cabrils,CABRILS_UP,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:26:19,15:30,https://www.meteo.cat/observacions/xema/dades?codi=UP&dia=2026-02-07T15:30Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",256,,,,38,1006.6,0.0,15:30 - 16:00,204,15.1,14.8,15.8,9.4,,,31.0,,,15:30 - 16:00,15.1,15.8,14.8,38,0.0,9.4,256,31.0,1006.6,15:30 - 16:00,15.1,15.8,14.8,38,0.0,9.4,256,31.0,1006.6,204,204,
UP,Cabrils,CABRILS_UP,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:20,00:00,https://www.meteo.cat/observacions/xema/dades?codi=UP&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",316,,,,56,1001.2,0.0,23:30 - 00:00,0,11.9,11.7,12.2,17.6,,,27.4,,,23:30 - 00:00,11.9,12.2,11.7,56,0.0,17.6,316,27.4,1001.2,23:30 - 00:00,11.9,12.2,11.7,56,0.0,17.6,316,27.4,1001.2,0,0,
UP,Cabrils,CABRILS_UP,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:20,00:00,https://www.meteo.cat/observacions/xema/dades?codi=UP&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",318,,,,55,1001.2,0.0,23:00 - 23:30,0,12.2,12.1,12.3,15.8,,,24.8,,,23:00 - 23:30,12.2,12.3,12.1,55,0.0,15.8,318,24.8,1001.2,23:00 - 23:30,12.2,12.3,12.1,55,0.0,15.8,318,24.8,1001.2,0,0,
UP,Cabrils,CABRILS_UP,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:20,00:00,https://www.meteo.cat/observacions/xema/dades?codi=UP&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",325,,,,60,1001.3,0.0,22:30 - 23:00,0,11.5,10.5,12.1,13.0,,,20.9,,,22:30 - 23:00,11.5,12.1,10.5,60,0.0,13.0,325,20.9,1001.3,22:30 - 23:00,11.5,12.1,10.5,60,0.0,13.0,325,20.9,1001.3,0,0,
UP,Cabrils,CABRILS_UP,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:20,00:00,https://www.meteo.cat/observacions/xema/dades?codi=UP&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",319,,,,75,1001.3,0.0,22:00 - 22:30,0,8.8,8.1,10.2,6.8,,,16.6,,,22:00 - 22:30,8.8,10.2,8.1,75,0.0,6.8,319,16.6,1001.3,22:00 - 22:30,8.8,10.2,8.1,75,0.0,6.8,319,16.6,1001.3,0,0,
X9,Caldes de Montbui,CALDES_DE_MONTBUI_X9,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:26:22,15:30,https://www.meteo.cat/observacions/xema/dades?codi=X9&dia=2026-02-07T15:30Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",255,,,,44,1006.4,0.0,15:30 - 16:00,194,13.6,13.3,13.8,14.8,,,25.9,,,15:30 - 16:00,13.6,13.8,13.3,44,0.0,14.8,255,25.9,1006.4,15:30 - 16:00,13.6,13.8,13.3,44,0.0,14.8,255,25.9,1006.4,194,194,
X9,Caldes de Montbui,CALDES_DE_MONTBUI_X9,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:24,00:00,https://www.meteo.cat/observacions/xema/dades?codi=X9&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",329,,,,61,1001.3,0.0,23:30 - 00:00,0,11.2,11.0,11.4,19.4,,,35.6,,,23:30 - 00:00,11.2,11.4,11.0,61,0.0,19.4,329,35.6,1001.3,23:30 - 00:00,11.2,11.4,11.0,61,0.0,19.4,329,35.6,1001.3,0,0,
X9,Caldes de Montbui,CALDES_DE_MONTBUI_X9,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:24,00:00,https://www.meteo.cat/observacions/xema/dades?codi=X9&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",160,,,,71,1001.7,0.0,23:00 - 23:30,0,9.4,8.8,10.9,7.9,,,22.3,,,23:00 - 23:30,9.4,10.9,8.8,71,0.0,7.9,160,22.3,1001.7,23:00 - 23:30,9.4,10.9,8.8,71,0.0,7.9,160,22.3,1001.7,0,0,
X9,Caldes de Montbui,CALDES_DE_MONTBUI_X9,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:24,00:00,https://www.meteo.cat/observacions/xema/dades?codi=X9&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",148,,,,74,1001.6,0.0,22:30 - 23:00,0,8.7,7.6,10.5,6.1,,,18.7,,,22:30 - 23:00,8.7,10.5,7.6,74,0.0,6.1,148,18.7,1001.6,22:30 - 23:00,8.7,10.5,7.6,74,0.0,6.1,148,18.7,1001.6,0,0,
X9,Caldes de Montbui,CALDES_DE_MONTBUI_X9,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:24,00:00,https://www.meteo.cat/observacions/xema/dades?codi=X9&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",162,,,,82,1001.7,0.0,22:00 - 22:30,0,7.3,6.6,8.0,2.9,,,7.9,,,22:00 - 22:30,7.3,8.0,6.6,82,0.0,2.9,162,7.9,1001.7,22:00 - 22:30,7.3,8.0,6.6,82,0.0,2.9,162,7.9,1001.7,0,0,
WX,Camarasa,CAMARASA_WX,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:26:26,15:30,https://www.meteo.cat/observacions/xema/dades?codi=WX&dia=2026-02-07T15:30Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,253,,,57,,0.0,15:30 - 16:00,123,8.4,8.0,8.6,,7.2,,,16.2,,15:30 - 16:00,8.4,8.6,8.0,57,0.0,7.2,253,16.2,123,15:30 - 16:00,8.4,8.6,8.0,57,0.0,7.2,253,16.2,123,,,
WX,Camarasa,CAMARASA_WX,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:28,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WX&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,298,,,100,,0.0,23:30 - 00:00,0,3.3,3.0,3.6,,5.0,,,9.7,,23:30 - 00:00,3.3,3.6,3.0,100,0.0,5.0,298,9.7,0,23:30 - 00:00,3.3,3.6,3.0,100,0.0,5.0,298,9.7,0,,,
WX,Camarasa,CAMARASA_WX,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:28,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WX&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,295,,,100,,0.0,23:00 - 23:30,0,3.8,3.6,3.9,,6.1,,,12.6,,23:00 - 23:30,3.8,3.9,3.6,100,0.0,6.1,295,12.6,0,23:00 - 23:30,3.8,3.9,3.6,100,0.0,6.1,295,12.6,0,,,
WX,Camarasa,CAMARASA_WX,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:28,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WX&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,308,,,100,,0.0,22:30 - 23:00,0,4.1,3.8,4.3,,4.7,,,11.2,,22:30 - 23:00,4.1,4.3,3.8,100,0.0,4.7,308,11.2,0,22:30 - 23:00,4.1,4.3,3.8,100,0.0,4.7,308,11.2,0,,,
WX,Camarasa,CAMARASA_WX,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:28,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WX&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (2 m) km/h, DVM (2 m) graus, VVX (2 m) km/h, RS W/m 2",,290,,,100,,0.9,22:00 - 22:30,0,4.6,4.3,4.9,,5.4,,,11.5,,22:00 - 22:30,4.6,4.9,4.3,100,0.9,5.4,290,11.5,0,22:00 - 22:30,4.6,4.9,4.3,100,0.9,5.4,290,11.5,0,,,
XU,Canyelles,CANYELLES_XU,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:26:30,15:30,https://www.meteo.cat/observacions/xema/dades?codi=XU&dia=2026-02-07T15:30Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",253,,,,42,,0.0,15:30 - 16:00,107,14.1,13.5,14.5,9.4,,,22.7,,,15:30 - 16:00,14.1,14.5,13.5,42,0.0,9.4,253,22.7,107,15:30 - 16:00,14.1,14.5,13.5,42,0.0,9.4,253,22.7,107,,,
XU,Canyelles,CANYELLES_XU,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:32,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XU&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",334,,,,74,,0.0,23:30 - 00:00,0,9.1,7.7,9.9,6.8,,,18.4,,,23:30 - 00:00,9.1,9.9,7.7,74,0.0,6.8,334,18.4,0,23:30 - 00:00,9.1,9.9,7.7,74,0.0,6.8,334,18.4,0,,,
XU,Canyelles,CANYELLES_XU,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:32,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XU&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",308,,,,86,,0.0,23:00 - 23:30,0,7.4,7.2,7.8,2.2,,,7.2,,,23:00 - 23:30,7.4,7.8,7.2,86,0.0,2.2,308,7.2,0,23:00 - 23:30,7.4,7.8,7.2,86,0.0,2.2,308,7.2,0,,,
XU,Canyelles,CANYELLES_XU,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:32,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XU&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",3,,,,85,,0.0,22:30 - 23:00,0,7.9,7.8,8.1,1.4,,,4.0,,,22:30 - 23:00,7.9,8.1,7.8,85,0.0,1.4,3,4.0,0,22:30 - 23:00,7.9,8.1,7.8,85,0.0,1.4,3,4.0,0,,,
XU,Canyelles,CANYELLES_XU,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:32,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XU&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",170,,,,85,,0.0,22:00 - 22:30,0,8.1,7.9,8.3,2.5,,,5.8,,,22:00 - 22:30,8.1,8.3,7.9,85,0.0,2.5,170,5.8,0,22:00 - 22:30,8.1,8.3,7.9,85,0.0,2.5,170,5.8,0,,,
MQ,Cardona,CARDONA_MQ,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:26:34,15:30,https://www.meteo.cat/observacions/xema/dades?codi=MQ&dia=2026-02-07T15:30Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,51,,0.0,15:30 - 16:00,,11.8,11.0,12.1,,,,,,,15:30 - 16:00,11.8,12.1,11.0,51,0.0,,,,,15:30 - 16:00,11.8,12.1,11.0,51,0.0,,,,,,,
MQ,Cardona,CARDONA_MQ,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:26:35,00:00,https://www.meteo.cat/observacions/xema/dades?codi=MQ&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,86,,0.0,23:30 - 00:00,,7.3,6.9,7.4,,,,,,,23:30 - 00:00,7.3,7.4,6.9,86,0.0,,,,,23:30 - 00:00,7.3,7.4,6.9,86,0.0,,,,,,,
MQ,Cardona,CARDONA_MQ,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:26:35,00:00,https://www.meteo.cat/observacions/xema/dades?codi=MQ&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,83,,0.0,23:00 - 23:30,,7.7,7.4,8.1,,,,,,,23:00 - 23:30,7.7,8.1,7.4,83,0.0,,,,,23:00 - 23:30,7.7,8.1,7.4,83,0.0,,,,,,,
MQ,Cardona,CARDONA_MQ,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:26:35,00:00,https://www.meteo.cat/observacions/xema/dades?codi=MQ&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,79,,0.1,22:30 - 23:00,,8.4,8.1,9.1,,,,,,,22:30 - 23:00,8.4,9.1,8.1,79,0.1,,,,,22:30 - 23:00,8.4,9.1,8.1,79,0.1,,,,,,,
MQ,Cardona,CARDONA_MQ,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:26:35,00:00,https://www.meteo.cat/observacions/xema/dades?codi=MQ&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,70,,0.0,22:00 - 22:30,,9.1,8.9,9.2,,,,,,,22:00 - 22:30,9.1,9.2,8.9,70,0.0,,,,,22:00 - 22:30,9.1,9.2,8.9,70,0.0,,,,,,,
